date,likes,text,label
Mon Sep 02 02:24:26 +0000 2024,1,Jokowi Mengaku Belum Tahu Soal Subsidi Tiket KRL Berbasis NIK yang Terdapat di RAPBN Kok Bisa,netral
Mon Sep 02 02:22:05 +0000 2024,0,Indef Perbaikan Mutu KRL Lebih Urgen dari Subsidi Berbasis NIK,netral
Mon Sep 02 02:14:34 +0000 2024,6,Wacana Subsidi KRL Pakai NIK Transportasi Publik apa Bansos,netral
Mon Sep 02 02:12:32 +0000 2024,2,Dari pada Subsidi mobil listrik mending KRL gak usah dinaikinlah krn sarana yang banyak digunakan oleh masyarakat katanya pro rakyat,negatif
Mon Sep 02 02:09:02 +0000 2024,0,Jokowi Mengaku Belum Tahu Soal Subsidi Tiket KRL Berbasis NIK yang Terdapat di RAPBN Kok Bisa,netral
Mon Sep 02 01:37:31 +0000 2024,0,Aneh Perbandingannya ga apple to apple dibandinginnya sama kota gede Di chicago walaupun UMRnya mereka terep dapet tip minimum Also cost vs benefit whoosh ini jg ternyata jelek banget Kenapa harus subsidi KRL yg dipotong Jelas yg make KRL ini jutaan perhari,negatif
Mon Sep 02 00:57:47 +0000 2024,0,Mau ngurangin subsidi metodenya ribet banget ya Imho tiket krl itu murah Naik juga udah naik Coba aja survey kalau jadi mungkin msh bisa diterima pengguna,negatif
Mon Sep 02 00:39:04 +0000 2024,1,total PSO kepada KAI diperkirakan krg dari T termasuk T untuk KRL Jabodetabek jauh lebih kecil ketimbang ratusan triliun subsidi BBM pembangunan IKN amp subsidi Prioritas utama seharusnya memangkas subsidi BBM yg,netral
Mon Sep 02 00:37:31 +0000 2024,9,Rencana pemerintah mengurangi yang notabene adl transportasi publik mengingkari rasa keadilan publik,negatif
Mon Sep 02 00:36:17 +0000 2024,0,Menurut gua subsidi krl mau dikurangin adalah kebijakan paling lalim setelah tapera anjir bener gangerti lagi sama isi kepala udangudang itu,negatif
Mon Sep 02 00:23:19 +0000 2024,7,Jokowi Mengaku Belum Tahu Soal Subsidi Tiket KRL Berbasis NIK yang Terdapat di RAPBN Kok Bisa,netral
Mon Sep 02 00:22:34 +0000 2024,175,Jokowi Mengaku Belum Tahu Soal Subsidi Tiket KRL Berbasis NIK yang Terdapat di RAPBN Kok Bisa,netral
Mon Sep 02 00:14:48 +0000 2024,0,Pernah mikir gak sih ini pemerintah segoblok ini kah sampe ada wacana naik krl subsidi berdasarkan nik Kek lu paham gak sih itu transport umum Lu mikir gak sih kalo ada kemungkinan wisatawan asing yg naik transport umum jg Aneh bgt yang buat kebijakkan kek kagak pernah sekolah,negatif
Sun Sep 01 23:32:57 +0000 2024,1,Only people that are comfortable enough digencet mulyono yang masih punya tenaga untuk ngeributin anies ahok Masalahnya nya nyalon juga ngga tuh lo mau ributin apaan Ributin tuh subsidi KRL yang mau dipangkas lagi,negatif
Sun Sep 01 23:03:05 +0000 2024,0,ini kalo sampe subsidi krl dicabut mungkin beneran bisa sepulau jawa yang demo kebijakan jele rugiin rakyat pengen pindah negara aja,negatif
Sun Sep 01 22:52:13 +0000 2024,0,Anggota Komisi V DPR dari Fraksi PKS Toriq Hidayat mengkritik terhadap rencana subsidi KRL Jabodetabek berbasis Nomor Induk Kependudukan NIK pada,netral
Sun Sep 01 22:49:29 +0000 2024,1,ttp aja tolol masa whoosh yg target pasarnya org berduit dpt subsidi silang dr krl yg mayoritas penggunanya menengah ke bawah mulyono anjinggg mulyono anjing,negatif
Sun Sep 01 22:45:16 +0000 2024,0,Hadeuhh udh serius bgt pengen nanggepin ini ternyata gak pantes lah ditanggepin Argumennya ngambang Mulai dr harga trasum LN alasan KCIC mengada bgt buat setuju naikin tarif KRLLiat deh skemanya PSO subsidi berlaku utk semua kereta Terus knp harus KRL yg diexclude,negatif
Sun Sep 01 22:07:27 +0000 2024,0,Dimana transum dibuat terjangkau utk menarik masyarakat utk menggunakannya Dan kayaknya tidak ada negara di dunia yg untung dari penyediaan transum karena goals nya bukan itu Aneh berbusa nyari dalih untuk pencabutan subsidi transum seperti KRL,negatif
Sun Sep 01 19:10:12 +0000 2024,0,Makanya heran diriku lets say anggaran buat subsidi moblis semuanya ke KRL gw jamin bisa mempertahankan fare malah lebih murah Apalagi kalo ga ada itu kereta ambisi jokodok sama ibukota hutan,negatif
Sun Sep 01 18:36:34 +0000 2024,30,Dimulai dr mandatory spending kesehatan dihapus Subsidi KRL bentar lagi dicoret Anggaran apa sih yg masih gede terus pdhl maknanya gak dirasakan rakyat langsung Termasuk proyek yg masuk ke PSN Proyek Strategis Nasional NASIONAL Ayoklah dikupas Ayoklah didemo,negatif
Sun Sep 01 18:14:56 +0000 2024,347,PPN lo mau dinaikin subsidi KRL lo mau dikurangin gaji lo mau dipotong Tapera masih aja dah ributribut yg engga jelas,negatif
Sun Sep 01 18:01:50 +0000 2024,0,mereka cari cara lain yaitu krl pake nik dan bulan depan pembatasan subsidi bbm hadeh ampun deh Firaun pun hormat ama orang ini,negatif
Sun Sep 01 17:19:28 +0000 2024,0,Handle KRL aja masih susah kenapa dulu maksain bikin kereta cepat Akhirnya pakai shortcut yg bikin susah masyarakat juga kan Naikin harga hapus subsidi dsb Semua dampak inkompetensi pemerintah amp penyelenggara dibebankan ke rakyat Tanggung jawab kalian trs gmn,negatif
Sun Sep 01 17:11:29 +0000 2024,0,misal KRL subsidi nya hilang pendapatan KRL gaakan naik orang kek gue yg tinggal di kota satelit jauh kebih prefer naik bis rebu bro dr rumah ke kantor gausa gojekan meanwhile LRT rebu baru sampe dukuh atas think better,netral
Sun Sep 01 16:41:58 +0000 2024,1,ini acak acak subsidi krl soalnya anggaran ikn sama whoosh udh abis di korup yak,netral
Sun Sep 01 16:19:59 +0000 2024,0,subsidi bensin makan bergizi subsidi krl tapera lanjut,netral
Sun Sep 01 16:18:13 +0000 2024,0,PANTEK KA MULYONO MASA SUBSIDI KRL MAU DIBATESIN TERUS KENAPA LAH ITU KAU BANGUN IKN BERTRILYUN TRILYUN HAH DZOLIM KALI KAU INI IBLIS PUN MINDER SAMA KAU,negatif
Sun Sep 01 15:26:29 +0000 2024,0,Kalo di kantor dulu staff yg rumahnya di pinggiran dari subuh naik krl krn emg itu transportasi anadalannya Sementara managernya hari ini bilang mau beli mobil listrik keluaran terbaru biar lebih hemat dibanding mobil bensin krn masih subsidi besoknya langsung beli,netral
Sun Sep 01 15:02:10 +0000 2024,0,Lah kan ga tau Klu benar ksih bukti tpi ini ngomong gak tau dan sdah ngejudge klu eksploitasi Tau yg benaran d eksplotasi Rakyat Indonesia Kreta cepat gak ad cuan subsidi KRL d kurangi Tpi malah org kaya beli mobil listrik jorjoran ksih subsidi,negatif
Sun Sep 01 14:49:43 +0000 2024,2,Duit yg dipake buat KCIC sama subsidi mobil listrik harusnya bisa diprioritaskan buat KRL yg impact nya lebih besar buat masyarakat,netral
Sun Sep 01 14:35:13 +0000 2024,0,PT KAI bebannya makin berat iya banget tapi kekacauan ini tetep terjadi karena kebijakan pemerintah Gimana nga marah subsidi kendaraan listrik aja totalnya lebih tinggi dibandingkan krl Yg mana kendaraan listrik dinikmati justru oleh orang kaya,negatif
Sun Sep 01 14:05:05 +0000 2024,53,krl di brisbane Rp selama bulan karena subsidi pajak mineral minimum hourly wageku Rp sudah tax tergantung willingness dari peremintah aja mulyono kontol,netral
Sun Sep 01 13:58:53 +0000 2024,0,bs ngga usah ngorbanin subsidi krl kalo ngga belaga bangun candi ikaenampkereta cepat dlm periode yg sama,negatif
Sun Sep 01 13:57:26 +0000 2024,1,hmm teman yang pro itu PNS mana nih kalau kemensultan apalagi ditjen kaki langit gak heran PNS yang lainnya yang tiap hari naik KRL dengan gaji dan tukin gak sebesar mereka ya boncos lah kenapa karena pasti PNS dianggap tidak pantas dapat subsidi,netral
Sun Sep 01 13:28:30 +0000 2024,0,Subsidi dan hutang untuk proyek kereta cepat dan subsidi EV itu penerima manfaatnya ga sampe jt penduduk dan beberapa pemodal dari China Subsidi KRL penerima manfaatnya juta penduduk Jakarta dan sekitarnya Lu tahu prioritas yg mana,negatif
Sun Sep 01 12:51:54 +0000 2024,0,ini salah satu yg akan menambah jumlah orang miskin di indonesia tambah lg tahun depan ppn gaji dipotong tapera potongan thr bbm pertalite dihapus subsidi KRL dibatasi dll,netral
Sun Sep 01 12:51:06 +0000 2024,0,dengan segala hormat pada pihak yang terluka dan trauma di pilkada jakarta sekarang itu diskusinya ga akan kemana dan ga akan ada hasilnya mending fokus ke yg penting sekarang bisa ke subsidi krl atau kasus adik amp kakak mungkin eh tapi ada hasilnya juga ga ya yaudalah,netral
Sun Sep 01 12:38:42 +0000 2024,0,bagusnya memang KRL ga usah pakai subsidi kan bukannya dapat makan siang gratis,netral
Sun Sep 01 12:17:31 +0000 2024,0,Kenapa Pemerintah Mengubah Skema Subsidi KRL,netral
Sun Sep 01 12:06:59 +0000 2024,0,Peneliti Institute for Development of Economics and Finance Indef Abra Talattov menilai pemerintah seharusnya dapat melakukan efisiensi pada subsidi Bahan Bakar Minyak BBM khususnya pertalite daripada menerapkan tarif KRL berbasis Nomor Induk Kependudukan NIK,netral
Sun Sep 01 12:06:58 +0000 2024,0,Peneliti Indef Abra Talattov mengkritisi rencana pemerintah menerapkan subsidi tarif KRL berbasis Nomor Induk Kependudukan NIK Menurutnya kebijakan ini berpotensi gagal memahami filosofi transportasi publik yang seharusnya inklusif tanpa segmentasi ekonomi Abra menyoroti,netral
Sun Sep 01 12:00:55 +0000 2024,0,Kereta cepat yg bikin keuangan bonyok tapi orang sejabotabek yg nanggung beban wkwkw Ngurangin subsidi krl buat nopang kcic yg full subsidi loh ini Dengan kata lain pemerintah mulyono bilang persetan dgn idup lo proyek gw harus jalan,negatif
Sun Sep 01 11:54:19 +0000 2024,0,Diskusi terkait penghilangan subsidi KRL basis NIK,netral
Sun Sep 01 11:53:38 +0000 2024,0,Ada isu tapera mau dilanjutin wowo subsidi krl pake nik dpr mau evaluasi mk union busting cnn pilkada kotak kosong di puluhan kabupatenkota Tapi ayo kita serang mantan gubernur yang udah jadi rakyat biasa itu,netral
Sun Sep 01 11:36:29 +0000 2024,1,meanwhile indon mau tambahin pajak tapera subsidi krl sesuai nik udh se ancur ini msh aja milih gangerti lg gua,netral
Sun Sep 01 11:27:53 +0000 2024,0,Megaproyek IKN dan subsidisubsidi tak jelas lah yang mengakibatkan rencana pengurangan subsidi KRL ini ada Apalagi para pejabat dan wakil rakyat kita kurang mengerti potensi keuntungan transportasi umum bagi masyarakat dan ekonomi negara ini,negatif
Sun Sep 01 11:26:52 +0000 2024,0,fr man kyk ada isu besar yg ada di dpn mata malah bahas kyk gini lg anju capek gw asli mereka ketakutan kah gara anies katanya mau bikin ormaspartai atau pengalihan isu buat fufufafaketek oligarkindut sm RK nyebut rencana anehsubsidi krlmulyono take a guess people,negatif
Sun Sep 01 11:26:28 +0000 2024,4,ANTITESA TERMASUK SUBSIDI KRL PAKE NIK,netral
Sun Sep 01 11:25:51 +0000 2024,1,Pantesan tiba kok malah senggol an perkara beginian ditengah subsidi krl lagi ambyar wkwk,netral
Sun Sep 01 11:20:59 +0000 2024,0,Bagus datanya Tapi kurang pas penjelasan kenapanya KAI berdarah gara KCIC program yg cmn jd politik g berdasar kebutuhan masy Skrg pengguna KRL yang d suruh subsidi atas kegagalan KCIC,negatif
Sun Sep 01 11:15:13 +0000 2024,10,KRLMania Menolak Rencana Penerapan Subsidi KRL Berbasis NIK,netral
Sun Sep 01 11:11:43 +0000 2024,0,jadi kenaikan tarif berdasarkan NIK itu nanti diberikan pd orang yg gak masuk di data base DTKS ini untuk semua pengguna KA atau hanya pengguna KRL jabodetabek skemanya kayak bansos ya yg masuk DTKS dpt subsidi yg gak punya DTKS ya pake tarif dinaikan,netral
Sun Sep 01 11:02:20 +0000 2024,6,Subsidi KRL dikurangi supaya bisa nombokin KCIC Waw Berapa pengguna KRL yg bakal terdampak Vs pengguna Whoosh yg akan memperoleh keuntungan Premisnya aja udah salah duluan,negatif
Sun Sep 01 10:50:38 +0000 2024,1,Solusi jangka pendek menurut gua Sinkronisasi subsidi kemenhub amp kemenperin utk ekosistem transportasi ie KRL amp EV Tiap lembaga kudu berhitung mana yg layak mendapat subsidi lebih dgn menghitung manfaat ekonomi yg dihasilkan ie penghematan BBM industrialisasi etc,negatif
Sun Sep 01 10:50:36 +0000 2024,0,dan merupakan mayoritas dari pengguna KRL Dapat diduga kelas menengah yang pertama terdampak dengan skema subsidi NIK,netral
Sun Sep 01 10:50:32 +0000 2024,0,Background KRL memperoleh subsidi sebagai salah satu moda transportasi paling efisien untuk menghubungkan jabodetabek secara terjangkau Tarif KRL terakhir naik sedangkan selama tahun biaya operasi terus naik,netral
Sun Sep 01 10:48:11 +0000 2024,0,Intinya gaada political will dari pemerintah buat mass transport EV aja bisa tuh dapet subsidi T bandingin sama krl yg mau nambah trainset aja susah bgt ditarik ulur Soalnya pejabatnya naik krl cuma buat pansos doang abis itu tinggal pake totot totot,negatif
Sun Sep 01 10:44:46 +0000 2024,0,sejak kapan yg ada kami rakyat middle class yg diperas abisan tapi gapernah dapet subsidi dll hadeh dol mobilmu pak numpaken krl,negatif
Sun Sep 01 10:42:44 +0000 2024,0,Ngga akan pernah setuju sama kenaikan KRL kalau tujuannya untuk menutupi KCIC adanya peningkatan subsidi mobil listrik namun tarif KRL naik Pelayanan KRL yg belum layik seperti gerbong kurang fasum tidak di maintain baik Tidak sesuai dengan UMR yg berlaku,negatif
Sun Sep 01 10:37:55 +0000 2024,0,Pertalite dibatasi subsidi KRL dikurangi mobil listrik dikasih subsidi gedean sekarang rakyat mau dperas pakai kedok tapera Anjir semua lo yg vote kmrn Yg gak ikutan kena imbasnya,negatif
Sun Sep 01 10:09:16 +0000 2024,7,Wkwkw ya udah marahin aja Mulyono noh Pak Jonan yg kompeten soal transportasi aja terang menolak proyek KCIC ini Cuma bebani hutang amp bakal gencet kelas menengah lagi dgn Subsidi KRL via NIK,negatif
Sun Sep 01 08:25:35 +0000 2024,596,Tarif ojol naik subsidi KRL dikurangi menyala Mul,negatif
Sun Sep 01 08:23:38 +0000 2024,0,Opini ini lepas dari konteks utama yg dikeluhkan sebenarnya arah kebijakan pemerintah itu melayani siapa Buktinya subsidi kendaraan listrik jauh lebih besar dibanding KRL Kalau memang transum jd prioritas dan kurang dana tinggal dialihkan aja kan,netral
Sun Sep 01 07:51:57 +0000 2024,0,Padahal asapnya sudah tebel banget tapi gak ada proses evakuasi Woi Kemenhub Becus kerja apa enggak sih Sudah subsidi KRL diotakatik cek KIR cuma sekadar formalitas ini lagi ada bandara kebakaran tapi gak ada evakuasi yang berarti Pulang aja pulang Lembaga busuk,negatif
Sun Sep 01 07:50:07 +0000 2024,7,Opini pribadi anak itu sebenarnya buat ngarahin meriam ke sesama pengguna KRL Anak itu kan kerja di Kemenkeu tau mata anggaran yg dikunci apa termasuk subsidi kendaraan pribadi listrik Sedangkan subsidi transportasi umum berbasis listrik dipotong atau ga ditambah,negatif
Sun Sep 01 07:49:54 +0000 2024,0,Kita sama tau target kemarahan adalah rezim mulyono bukan KAI Beban hutang KCIC jadi dosa jariyah mulyono salah satu akibatnya turunnya subsidi KRL Bandingin ojol sama transum itu gak wajar karena transum itu layanan publik yang jadi kewajiban pemerintah bukan insentif,negatif
Sun Sep 01 07:45:00 +0000 2024,0,Rencana Pemangkasan Subsidi KRL Jabodetabek Tahun Berbasis NIK Tuai Kontroversi Begini Tanggapan Budi Karya Sumadi,netral
Sun Sep 01 07:44:37 +0000 2024,0,dipikir poo lek nduwe duwit yo lapo desekan nak krl kendaraan pribadi subsidi transportasi umum malah ditarik,negatif
Sun Sep 01 07:40:39 +0000 2024,4,gw ga ngerti subsidi KRL pake NIK gmn caranya Org ektp aja masih fotokopi,negatif
Sun Sep 01 07:37:53 +0000 2024,0,Sbnrnya yg bikin sebel tuh kayak kenapa duit yg ada malah dipake utk subsidi kendaraan listrik green engga ngurangin macet engga bukannya utk kebijakan lain sprti tambah gerbong krl improvement di firstamplast mile pedestrian rute tj Ujungnya kelas menengah lg yg diperes,negatif
Sun Sep 01 07:29:14 +0000 2024,15,lagian subsidi KRL udah cuma T per tahun masih mau dipotong juga padahal cuma recehan dari APBN T sedangkan subsidi EV IKN dll digas terus macem orang kelebihan duit emang ga ngerti skala prioritas aja,negatif
Sun Sep 01 07:23:28 +0000 2024,0,lagisubsidi krl T subdisi EV T Melihat ada yg aneh ga tuh PNS,negatif
Sun Sep 01 07:22:27 +0000 2024,49,Fair point Tapi naikin tarif dasar KRL yg tetep bersubsidi beda dengan keinginan rezim laknat yg apply subsidi KRL pake basis NIK,negatif
Sun Sep 01 07:21:16 +0000 2024,0,lebih ikhlas subsidi KRL jabodetabek dikurangi buat dialihkan subsidinya ke transum yang ada diluar jabodetabek terkhususnya luar pulau jawa,netral
Sun Sep 01 07:20:56 +0000 2024,0,Pemerintah tengah membahas mengenai pembaruan tarif KRL pada di Jabodetabek berdasarkan NIK Budi Karya Sumadi selaku Menteri Perhubungan menjabarkan bahwa rencana tersebut bertujuan untuk memberikan subsidi kepada para pengguna angkutan umum secara lebih tepat sasaran,netral
Sun Sep 01 07:18:56 +0000 2024,0,Temennya setuju penghilangan subsidi KRL gara efek dari IKN dan Kereta Cepat Temen lu goblok mbak tinggalin Red flag itu,netral
Sun Sep 01 07:18:06 +0000 2024,0,Jangan percaya ini argumen pribadi dia PNS kerjanya ya emang nyebokin dan cari justifikasi kebijakan tolol yg dibuat Masalahnya kan bukan tarifnya yg naik tapi kenapa prioritasin subsidi EV dan mekanisme subsidi KRL based on NIK ini,negatif
Sun Sep 01 07:17:22 +0000 2024,16,KRL subsidi dikurangi dan dialihkan untuk KCJB dan mobil listrik Absurb emang pemerintah kita ngeluh jakarta macet seharusnya yang diperhatikan kendaraan umum eh malah kendaran pribadi lagi,negatif
Sun Sep 01 07:17:16 +0000 2024,0,pajak dinaikin semua harga barang naik sekarang subsidi krl pun ikut diotak atik kalo negara kita begini sebenernya yang salah siapa dan dimananya ya apa gak ada usaha biar masyarakat menegah ke bawah bisa ikut hidup lebih nyaman,negatif
Sun Sep 01 07:13:07 +0000 2024,0,Setuju kok sama penghilangan subsidi KRL setuju tuh ilangin subsidi mobil listrik Nihhh lu baca pajak mobil listrik berapa padahal bikin macet doang,negatif
Sun Sep 01 07:11:03 +0000 2024,0,Aleg PKS Kritik Rencana Subsidi KRL Jabodetabek dengan NIK,netral
Sun Sep 01 07:09:04 +0000 2024,1,mulai dari subsidi pertalite yang dikurangin terus dihilangkan terus beli solar juga dipersulit terus sekarang mau narik subsidi krl ampun dah garagara ngambil keputusan ga pake ahli yang bener cuman ngedenger ahli yang sejalan doang,negatif
Sun Sep 01 07:07:13 +0000 2024,0,Jawaban Presiden Jokowi soal Wacana Tarif Subsidi KRL Berbasis NIK Belum Tahu Masalah Lapangannya,netral
Sun Sep 01 07:06:12 +0000 2024,0,DPR Kritik Wacana Subsidi KRL Berbasis NIK Ungkap Dampaknya Bagi Kualitas Udara,netral
Sun Sep 01 07:06:06 +0000 2024,0,DPR Kritik Wacana Subsidi KRL Berbasis NIK Ungkap Dampaknya Bagi Kualitas Udara,netral
Sun Sep 01 07:04:57 +0000 2024,12,Kan dipecah belah dulu udah rame barutuh DPR ubah aturan soal MK Tapera jadi subsidi KRL pakai NIK jadi Mulyonolah biang keladinya,negatif
Sun Sep 01 07:04:38 +0000 2024,0,Sebagai pengguna KRL dari tahun sampai sekarang saya kurang setuju naik KRL sama tarif bedabeda Saya sadar subsidi emang gede banget dari pemerintah Tapi saya lebih setuju ada KRL ekonomi dan KRL Patas kayak zaman dulu yang berhenti di sedikit stasiun dan tarif lebih,negatif
Sun Sep 01 07:00:27 +0000 2024,0,HAHAHAHAHAHAHA ditambah subsidi krl by NIK Mampus lu semua anj,negatif
Sun Sep 01 06:59:54 +0000 2024,0,Jangan harap ini buat perbaikan kualitas Ga mungkin Manggarai bakal jadi Shinjuku Di foto ke ada alasannya karena utang KCIC lol Masa daily commuter disuruh nanggung utang yg mereka gapake Lalu kenapa subsidi yg dipotong malah buat KRL bukan mobil listrik ajatuh,negatif
Sun Sep 01 06:55:27 +0000 2024,1,Lets go Pak Mulyono Mari habisin subsidi krl sampe ke akar Demi kcic yg sehat,negatif
Sun Sep 01 06:51:58 +0000 2024,1,Ada baiknya dimulai dari tidak menghitung UMR dgn komponen harga subsidi Subsidi KRL kalau dibandingin sama ongkos rapat luar kantor pns kayaknya juga banyakan ongkos rapat luar,netral
Sun Sep 01 06:49:09 +0000 2024,4,Asli sih Budget sewa mobil buat upacara an di IKN bisa Subsidi tarif KRL gabisa,negatif
Sun Sep 01 06:44:46 +0000 2024,0,Bullshit lah kalau pemerintah gak bisa bayar subsidi KRL Makan sama influencer aja udah abis berapa milyar,negatif
Sun Sep 01 06:42:41 +0000 2024,0,EV yang beli orang orang kaya atau kemampuan ekonomi tinggi pajeknya disubsidi gapake nik nik an Subsidi krl mass transport yg pake kaum menengah kebawah kejepit malah mau dibuat per nik Dagelan emang,negatif
Sun Sep 01 06:38:05 +0000 2024,0,DPR Minta Rencana Perubahan Skema Subsidi untuk Pengguna KRL Ditinjau Ulang,netral
Sun Sep 01 06:36:39 +0000 2024,0,Jokowi Mengaku Tak Tahu Subsidi KRL Berbasis NIK Jhon Sitorus Begini yah Mulyono Anda Punya Akses Penuh,netral
Sun Sep 01 06:35:32 +0000 2024,1,Yah begitulah pandangan ane soal pandangan TOP soal penghapusan subsidi KRL Terserah mau dilihat untuk menambal argumen soal rencana penghilangan subsidi KRL atau jadi argumen kontra subsidi KRL,netral
Sun Sep 01 06:35:30 +0000 2024,2,Trade Off TOP mengakui adanya keterbatasan APBN dan trade off dalam alokasi anggaran tapi gak memberi analisis yang mendalam tentang sektor mana yang akan terpengaruh jika subsidi untuk KRL ditingkatkan,netral
Sun Sep 01 06:35:14 +0000 2024,14,Ada beberapa poin yang bisa menjadi kritik bagi perspektif teman OP selanjutnya TOP yang setuju pada rencana penghilangan subsidi KRL Sebuah utas,netral
Sun Sep 01 06:27:08 +0000 2024,0,Hal ini membuat tarif subsidi hanya berlaku bagi mereka yang masuk kategori sebagai penerima subsidi sehingga penumpang yang tidak masuk kategori harus membayar tarif sesuai dengan harga asli Diketahui tarif asli KRL berkisar dari Rp hingga Rp,netral
Sun Sep 01 06:27:06 +0000 2024,0,Perubahan skema KRL menjadi berbasis NIK akan membagi para pengguna KRL menjadi kategori yang berhak mendapatkan subsidi dan tidak,netral
Sun Sep 01 05:09:33 +0000 2024,76,Gini ya yg lu bhs tu sangat amat utopis maksud gw budget subsidi mobil listrik masih banyak Blm lg KRL itu transport yg accesible daerah lain aja blm pny malah dipalakin Trus terakhir salahin tuh KCIC gaguna Kaya bs aja profiling yg bener nnti jg salah sasaran,negatif
Sun Sep 01 05:08:35 +0000 2024,222,Ada masalah ciptaker uukpk subsidi krl housing gw sih refuse aja untuk masuk kesana,netral
Sun Sep 01 04:53:41 +0000 2024,0,Gak akan pernah ada akesan masuk akal cabut subsidi krl apalagi selama mobil listrik disubsidi,negatif
Sun Sep 01 04:44:30 +0000 2024,0,Inti dari temennya ini adalah kebanyakan rakyat harus maklum tiket KRL akan dinaikkan karena dana subsidi yg dikasih ke KAI itu buat nutup operasional whoosh dan pemerintah gak memprioritaskan public transport,negatif
Sun Sep 01 04:44:11 +0000 2024,3,Thing is subsidi KRL mau dicabut sementara ada subsidi besarbesaran buat kendaraan listrik Kek gila apa gimana ini pemerentah,negatif
Sun Sep 01 04:35:33 +0000 2024,0,Padahal orangorang yang milih naik KRL utk berangkat dan pulang kerja itu karena mereka mau menekan biaya transport seharihari agar kebutuhan pokok lainnya terpenuhi Kalau subsidi KRL dikurangi apa gak pontangpanting tuh warga yang sebelumnya cuma mengandalkan KRL,negatif
Sun Sep 01 04:35:25 +0000 2024,0,Biaya transum di luar negeri lebih mahal drpd Indonesia karena ratarata penghasilan mereka lebih tinggi drpd orang Indonesia Penghasilan orang Indonesia gak naik tapi harga kebutuhan pokok naik ditambah subsidi KRL bakal dikurangi Gak apple to apple dong perbandingannya,negatif
Sun Sep 01 04:32:05 +0000 2024,4,Aint reading all that Subsidi tambah armada tambah jadwal krl ya kntl,netral
Sun Sep 01 04:24:02 +0000 2024,0,Subsidi tiket KRL berbasis NIK itu gimana NIK nya bisa ngasih data tingkat perekonomian yang punya NIK nya,netral
Sun Sep 01 04:16:58 +0000 2024,1,Saran gue tarik subsidi LPG dan BBM secepatnya Lalu fokus ke subsidi PSO subsidi listrik invest jargas Di titik ini pemerintah emang nda berani krn sentimen negatif akan banyak Ya jadinya ke pengguna KRL lebih dikit yg terdampak Sesimpel itu aja cara berpikirnya,netral
Sun Sep 01 04:02:39 +0000 2024,0,Gw setuju aja klw misal harus bayar krl pake tarif non subsidi but at least PISAHIN gerbong yg subsidi vs non subsidi,positif
Sun Sep 01 03:42:24 +0000 2024,4,Ktka pjbt pnya bisnis EV amp gunakan kewenangan tsb dg kebijakan yg menguntungkan bisnis mrk sungguh amat licik amp terangan menantang rakyat Smntara subsidi KRL dikurangi akibat sulitnya membayar hutang KAC btpa krg ajarnya mrk yg salah menganalisa kelayakan proyek dmi kkuasaan,negatif
Sun Sep 01 03:35:54 +0000 2024,1,Ini gak nyambung sama situasi di sini Di sana subsidi supaya org low income mau naik kereta Di sini mayoritasnya udh mau naik kereta cuma kualitas KRL nya kurang Lagian udh tau gerbong kurang bukannya ditambah tp dijadiin mainan politik,netral
Sun Sep 01 03:24:22 +0000 2024,1,Harusnya kalau mau argumen pembenarannya itu adlh kita akn kurangi subsidi KRL nya Tp sebagai kompensasi kita akan tambah jadwal KRL dan jumlah gerbongnya Jadi sedikit lebih mahal tapi juga jadi lebih nyaman Nah kalau begitu barulah bisa kita berdebat Selain itu ra valid,netral
Sun Sep 01 03:14:55 +0000 2024,0,KRLMania Komunitas pengguna Kereta Rel Listrik KRL terbesar menilai wacana pemerintah untuk membatasi subsidi tarif KRL berbasis NIK,netral
Sun Sep 01 03:14:50 +0000 2024,0,Nunggu potongan subsidi KRL ama Bensin dlu mas wkwkwkwk,netral
Sun Sep 01 03:01:33 +0000 2024,3,Subsidi PSO KRL itu cuman sekitar dari total belanja pemerintah tetapi sangat berarti untuk gtjuta orang yang sbgian besar kelas menengah dan bawah Kok bisanya mau diturunin budgetnya di saat juta kelas menengah turun kasta ekonomi tahun terakhir,negatif
Sun Sep 01 02:54:09 +0000 2024,3,Subsidi tiket KRL berbasis NIK hanya meningkatkan jumlah komuter kelas bawah dalam jangka pendek Namun efektivitas subsidinya menurun dalam jangka panjang,netral
Sun Sep 01 02:42:33 +0000 2024,3,Gara woosh beban subsidi kereta perlu dikurangi jadinya KRL musti naik Biar kelihatan berpihak pada yg ga mampu mau dilihat berdasar NIK Ribet iya apakah bisa dijalankan bener meragukan Udah mestinya naikin harga krl simple Perkara protes telen aja udh konsekuensi,positif
Sun Sep 01 01:54:10 +0000 2024,47,Gagal Genjot Penerimaan Negara Subsidi KRL Bakal Dicabut PEPS Pelanggaran Konstitusi,netral
Sun Sep 01 01:20:29 +0000 2024,0,Tarif Subsidi KRL Berbasis NIK Jokowi Saya Engga Tahu Belum ada Rapat,netral
Sun Sep 01 01:20:18 +0000 2024,0,Subsidi KRL Berbasis NIK Pengamat Kemunduran Pembenahan Transportasi Umum,netral
Sun Sep 01 01:19:47 +0000 2024,0,Komunitas KRL Tolak Keras Rencana Penerapan Subsidi KRL Berbasis NIK,netral
Sun Sep 01 00:41:11 +0000 2024,131,Selamat pagi pengguna KRL hari ini udah misuh misuh ke kawannya belum soal aturan perubahan subsidi KRL,negatif
